adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
false,/zNnjHLDtV8Ti3aworltaeaLMov4.jpg,"[80,18,53]",242,en,The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",46.421,/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,1990-12-25,The Godfather Part III,false,7.4,6333
false,/iwkWvcXcP8M4r9HLglhVEhgGyVu.jpg,"[28,27]",1001311,fr,Sous la Seine,"In order to save Paris from an international bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",46.350750000000005,/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,2024-06-04,Under Paris,false,5.951,1258
false,/1DBDwevWS8OhiT3wqqlW7KGPd6m.jpg,[53],985939,en,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",46.3345,/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,2022-08-11,Fall,false,7.144,4064
false,/5IbxcBXZ5EhVAttfNDMPncikudr.jpg,"[28,53,80]",541671,en,From the World of John Wick: Ballerina,"Taking place during the events of John Wick: Chapter 3 - Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",46.278125,/f3VuZdTTvZQt2r07rbrMGQJQEuC.jpg,2025-06-04,From the World of John Wick: Ballerina,false,0,0
false,/e7Wf424P7ihIVW22WI1RccYRZs.jpg,"[35,18,10749]",13346,en,Lucas,"A brilliant but socially inept 14-year-old experiences heartbreak for the first time when his two best friends – Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love – fall for each other.",46.213625,/idewOpLosMvt2S0sCzcqoHhY8zk.jpg,1986-03-28,Lucas,false,6.677,234
false,/fquVJ2v5NAW96sRfFAw4vXR5zla.jpg,[27],814889,en,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",46.199375,/iwUoM3y77fov7bKyFMwpGMzRHyn.jpg,2024-09-18,Never Let Go,false,6.1,391
false,/fW4ZCoEZRBqLAJGFQ2g5AdAfPQR.jpg,"[10749,10751,16,14]",10020,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",46.173125,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,1991-10-22,Beauty and the Beast,false,7.7,10079
false,/u2eA9pqi1q3DvevT7RuDuJHxxBT.jpg,"[18,53]",974950,fr,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",46.132625,/fko8fTfL6BcAqOUh6BZYUjt4SQP.jpg,2024-08-21,Emilia Pérez,false,6.7,1511
false,/uU1Mt4JWhDvl4vKb3AfxNsorkoM.jpg,"[10751,14,10749]",321612,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,46.06975,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,2017-03-16,Beauty and the Beast,false,6.97,15565
false,/tkHQ7tnYYUEnqlrKuhufIsSVToU.jpg,[27],437342,en,The First Omen,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",46.057249999999996,/cIzk6GhxEZuweekGFXWEoAyuaMX.jpg,2024-04-03,The First Omen,false,6.9,1035
false,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,"[12,14,28]",49051,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",46.0245,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,2012-12-12,The Hobbit: An Unexpected Journey,false,7.357,18668
false,/se5Hxz7PArQZOG3Nx2bpfOhLhtV.jpg,"[28,12,16,10751]",9806,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",45.8705,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,2004-10-27,The Incredibles,false,7.7,17892
false,/x4biAVdPVCghBlsVIzB6NmbghIz.jpg,[37],429,it,"Il buono, il brutto, il cattivo","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",45.85825,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,1966-12-22,"The Good, the Bad and the Ugly",false,8.462,8879
false,/xFYpUmB01nswPgbzi8EOCT1ZYFu.jpg,"[12,28,18]",980489,en,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,45.836625,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,2023-08-09,Gran Turismo,false,7.765,2890
false,/qJUi08RHf2TVKNvvkhc07MJJiJt.jpg,[28],1397347,en,Saturday Night's Main Event XXXVII,"Undisputed WWE Champion Cody Rhodes will go head-to-head with Kevin Owens as Saturday Night's Main Event returns to NBC. Plus World Tag Team Champion Finn Bálor will face ""The Ring General"" Gunther for the World Heavyweight Title. The Women's World Championship will be on the line when Liv Morgan defends her title against IYO SKY.",45.822625,/4wVEOOX8VEGWwEuuIWuN3XT1Avq.jpg,2024-12-14,Saturday Night's Main Event XXXVII,false,7.079,57
false,/xNNF4l1OVscJNchJc5xvejHzTDO.jpg,"[18,10749]",370663,en,Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,45.810875,/tPhBftWySbanfEialbsUzOuccgN.jpg,2017-02-10,Below Her Mouth,false,6.8,1216
false,/tPpYGm2mVecue7Bk3gNVoSPA5qn.jpg,"[28,12,878,18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",45.7705,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,2017-07-05,Spider-Man: Homecoming,false,7.331,22072
false,/rbZvGN1A1QyZuoKzhCw8QPmf2q0.jpg,"[18,53,9648]",11324,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",45.671875,/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg,2010-02-14,Shutter Island,false,8.201,24346
false,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16,10751,35,14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",45.646125,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,false,7.35,5359
false,/s5cO1UTGIw4EVcVpvOVmCSSkopH.jpg,[35],109418,en,Grown Ups 2,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",45.6125,/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,2013-07-11,Grown Ups 2,false,6.135,4395
false,/hpgda6P9GutvdkDX5MUJ92QG9aj.jpg,"[28,12,35]",384018,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",45.577875,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,2019-08-01,Fast & Furious Presents: Hobbs & Shaw,false,6.8,7313
false,/vINgGecnz95iDL6fjQMARDsocgG.jpg,"[28,53,878]",280,en,Terminator 2: Judgment Day,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.",45.522,/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,1991-07-03,Terminator 2: Judgment Day,false,8.121,13174
false,/z7noaCJ4KtmhwHw7QcNtnMMo4Qy.jpg,"[28,53,80]",345887,en,The Equalizer 2,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.",45.41375,/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,2018-07-19,The Equalizer 2,false,6.767,5495
false,/4FmcapWALCyEV2T0HAkn6IpkuRV.jpg,"[18,10749]",1017066,pl,Heaven in Hell,"Olga and Maks are 15 years away. She is a successful woman with an established position, the mother of an adult daughter, he is a handsome young man who enjoys his life in a handful and lives only in the moment. It might seem that these two different worlds will never meet, and yet fate put them in the way.",45.353125,/jJJ8K3R19PHNqGkaqEO5DmlFVER.jpg,2023-02-10,Heaven in Hell,false,6.804,84
false,/eOKpbUpd178x9Z2grd3vC74kkkU.jpg,"[14,12,28]",324544,en,In the Lost Lands,"A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where the sorceress and her guide, the drifter Boyce must outwit and outfight man and demon.",45.301249999999996,/dDlfjR7gllmr8HTeN6rfrYhTdwX.jpg,2025-02-27,In the Lost Lands,false,5.7,23
false,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,"[28,12,878]",335988,en,Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",45.24425,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,2017-06-16,Transformers: The Last Knight,false,6.051,6318
false,/8lBcqakI3F19NWkXdqE0M8W76b9.jpg,"[28,18,36,10752]",197,en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",45.203875,/uE2Q9RaNBdJbAV1N67LhwCYluK0.jpg,1995-05-24,Braveheart,false,7.942,10335
false,/KBe9fHU5rVg4daoKnFwl1Cbc28.jpg,"[12,14,18]",58595,en,Snow White and the Huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",45.143625,/8yKdQHaqOo1lkaErmqMuYFespYI.jpg,2012-05-30,Snow White and the Huntsman,false,5.981,7927
false,/brsupU0ImdfophhYp0cbdvdotkW.jpg,"[28,80,53]",1215162,en,Kill 'em All 2,"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film.",45.115125,/s5KZqIvyjwKpTRESCVrVGkT1JX3.jpg,2024-09-24,Kill 'em All 2,false,6.7,143
false,/ig7qUy7drkEFZNCK7gi0hMn1WMN.jpg,"[28,878,12]",68726,en,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",45.006625,/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,2013-07-11,Pacific Rim,false,6.9,12613
false,/77Fqz6PFCSnWySDOmEL6ZPcaYIl.jpg,"[10749,35]",1014590,en,Upgraded,"Ana is an ambitious intern dreaming of a career in the art world while trying to impress her demanding boss Claire. When she's upgraded to first class on a work trip, she meets handsome Will, who mistakes Ana for her boss– a white lie that sets off a glamorous chain of events, romance and opportunity, until her fib threatens to surface.",44.966625,/uhOXS17gRpTwA85WsZLlYFK3rz0.jpg,2024-02-07,Upgraded,false,7.2,876
false,/6cpRpfD3isvluFwXDGSiDVyibPJ.jpg,"[10749,18]",829560,pl,Kolejne 365 dni,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,44.832125000000005,/8AWm7iMcsCI3DdGz4YEJtiMDp8Z.jpg,2022-08-18,The Next 365 Days,false,6.366,1192
false,/b5ei2QImsyKJlY63zGBEpQScTDQ.jpg,"[18,53]",1113120,da,Vogter,"Eva, an idealistic prison officer, is faced with the dilemma of her life when a young man from her past gets transferred to the prison where she works. Without revealing her secret, Eva asks to be moved to the young man’s ward – the toughest and most violent in the prison. Here begins an unsettling psychological thriller, where Eva’s sense of justice puts both her morality and future at stake.",44.815875,/9O2wkxR1gBZqbYudqub438JXKhl.jpg,2024-07-10,Sons,false,6.797,32
false,/96VJyrJjHu1ERk9VhHw5kJK5ZsD.jpg,[35],45933,it,La soldatessa alla visita militare,"Army Doctor Eva Marini wants to join a regiment to secure equal rights for women. So her commanding officer sends her off to a boot camp led by Renzo Montagnani, where only the most unruly soldiers end up.",44.775125,/zvLqUjxh9RId7YzK8Xchu8fQaHk.jpg,1977-09-02,The Nurse on a Military Tour,false,4.8,34
false,/cHkhb5A4gQRK6zs6Pv7zorHs8Nk.jpg,"[28,53,80]",168259,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,44.7685,/wurKlC3VKUgcfsn0K51MJYEleS2.jpg,2015-04-01,Furious 7,false,7.226,10747
false,/lP0G6f00CjOKdRECyGrT0kaMSrL.jpg,[18],383634,ja,肉体の門,"Prostitutes in burnt out Tokyo ghetto of post-WWII Japan peddle their flesh and save one-third of their money for a proposed dancehall to be named Paradise. The hookers live in a bombed-out building, but they accept the precarious situation with typical resolve.",44.489875,/raNbLci95MJ3L3dMnG7L7bD37lY.jpg,1988-04-09,Carmen 1945,false,6.1,34
false,/vgatT6hiEf4EquZ1k0uU1Ft5XdI.jpg,"[53,28,878]",766507,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",44.45125,/jOeLL5Y3iZYYOVTwyzniZqHia1m.jpg,2022-08-02,Prey,false,7.695,6912
false,/eAIHqfS3kXm7kZl4j7ZBfdegyEz.jpg,"[53,28,80]",38700,en,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",44.43575,/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,2020-01-15,Bad Boys for Life,false,7.134,8371
false,/34jW8LvjRplM8Pv06cBFDpLlenR.jpg,"[28,12,878]",429617,en,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",44.4325,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,2019-06-28,Spider-Man: Far From Home,false,7.4,15966
false,/tqSg1hHiSWhHAhnjDhhevaFGsP0.jpg,"[28,18]",1066262,en,The Convert,"Munro, a soldier turned lay preacher, comes to New Zealand to minister to the first British colonists, but he is converted by the powerful chief Maianui to serve a different purpose.",44.42675,/44frNIZUfL8kYhxOGHeBJsyXUbW.jpg,2024-03-14,The Convert,false,6.1,125
false,/24r8W0t5ZR9FYF5MvtzFeUa2gmL.jpg,"[10749,18]",1291559,ja,余命一年の僕が、余命半年の君と出会った話。,"With only a year left to live, 17-year-old Akito finds new meaning in life by bringing joy to a terminally ill girl who has just six months remaining.",44.380625,/173FD4a0rpSF30z4CoWx6qdx8Ry.jpg,2024-06-26,Drawing Closer,false,8.412,142
false,/kMZIMqEXO5MFd5Y1Ha2jZZF4pvF.jpg,"[27,9648]",882598,en,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",44.364125,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,2022-09-23,Smile,false,6.668,3501
false,/zn13a7U9eMTJq8sHthe3bCgsVm4.jpg,"[28,12,14]",122917,en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",44.34025,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,2014-12-10,The Hobbit: The Battle of the Five Armies,false,7.324,14507
false,/w6MAE6cs8F62iAspnIqwVksAENM.jpg,"[16,12,14]",1208491,fr,"Zak & Wowo, la légende de Lendarys","At the heart of an imaginary world populated by fantastical creatures and dangerous monsters, the 13 year-old Zak goes in search of his twin brother Kyle, who has disappeared mysteriously. Equipped with a magical jade stone whose superpowers he doesn't yet know how to control, he is joined by his grandmother NaïNaï and Indiana, a beautiful outlaw who can communicate with the world's fantastical creatures. But he is also flanked by Wowo, formerly a 3 meter-tall furry pachyderm, now turned into a tiny, cute and wacky furball by the magical jade stone.",44.296125,/tgOq45Aijeup6mqEmOWGzYabaVQ.jpg,2024-04-25,Zak & Wowo: The Legend of Lendarys,false,5.3,21
false,/1Ve2QDJ7ZerkMGMnSJEOZ33YE0C.jpg,"[28,80,53]",923667,cn,九龍城寨之圍城,"In 1980s Hong Kong, troubled youth Chan Lok-kwun, a mainland refugee, struggles to survive in the Kowloon Walled City by joining underground fights. Betrayed by crime boss Mr. Big while trying to buy a fake ID, he steals drugs from him and seeks refuge in the Walled City, where he encounters Cyclone, a compassionate yet authoritative crime lord.",44.285250000000005,/h0tunBO4tMjvKVVG7fXqHgwOr5C.jpg,2024-04-23,Twilight of the Warriors: Walled In,false,7,314
false,/acktCBsLJcgEJsjTuyiQhJipCD6.jpg,"[28,80,18,53]",13804,en,Fast & Furious,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",44.242875,/lUtVoRukW7WNtUySwd8hWlByBds.jpg,2009-04-02,Fast & Furious,false,6.682,7338
false,null,[],897066,ja,巨乳修道院,"Sawano, an ordinary office worker, has worries that he cannot tell anyone about.",44.199,/jNQVmgj1ykpKzD8EMVQ3lBA0qbq.jpg,1995-01-05,Big Tit Monastery,false,7.4,4
false,/yfQXs8yXplCVXTLi9mxgvRf4ymE.jpg,"[18,878,28,12,53,10752]",695721,en,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",44.15675,/lrkOYL5GBTFW9cgs9RlojxAcZZF.jpg,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,false,7.029,2948
false,/2TaEkr096jxQrzryviiB3izYLEi.jpg,"[10749,35]",1122418,en,This Time Next Year,"Minnie and Quinn were both born in London on New Year’s Day, in the same hospital, one minute apart. Thirty years later — and very different people — they find themselves thrown together again in the same city on New Year’s Eve.",44.108625,/ckLPzRl9ZDHzNt4tDjkTGUyCYg7.jpg,2024-06-03,This Time Next Year,false,6.1,49
false,/nNXEBOIdwNx9goLr4Bs8eB16HRd.jpg,"[35,18]",1114926,en,The Good Half,"Renn Wheeland returns home to Cleveland for his mother's funeral. Once there, he forges new relationships while healing old ones, before confronting his problems and trying to face his grief.",44.082375,/oYXaJmBwPhiVAMlRIiIKhKptvc0.jpg,2024-07-23,The Good Half,false,5.8,26
false,/bpV8wn48s82au37QyUJ51S7X2Vf.jpg,[18],489,en,Good Will Hunting,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.",44.06725,/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,1997-12-05,Good Will Hunting,false,8.158,12670
false,/xFPtZRyFBU8oxeImTEh2rexzPXa.jpg,[53],934584,es,La fiebre de los ricos,"A strange disease kills off some of the richest and most influential people on the planet. First it was the billionaires, then the multi-millionaires and so on progressively... Then it threatens to strike anyone with any sort of fortune. With the whole world panicking, people try to flood the market with assets the world no longer wants.",44.007,/fKmn4SrS41loy8gMzyxups69Xof.jpg,2024-12-12,Rich Flu,false,5.3,23
false,/uGmYqxh8flqkudioyFtD7IJSHxK.jpg,"[18,80,53]",889737,en,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",43.856,/zPOOyw6HBb5Qo6uaWJ5UxrBR6Ll.jpg,2024-10-01,Joker: Folie à Deux,false,5.47,2226
false,/roYyPiQDQKmIKUEhO912693tSja.jpg,"[27,18,878]",447332,en,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,43.85325,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,A Quiet Place,false,7.399,14438
false,/90s8Bj0lWL06PW7Whncib6TuHgf.jpg,"[35,18]",1099413,pt,O Auto da Compadecida 2,"After 20 years missing, João Grilo returns to Taperoá to join his old friend Chicó and, after his story of resurrection spreads, he is disputed as an electoral candidate by the two most powerful politicians in the city.",43.842125,/pRuYcFAq2kUha5ceFe42HR14335.jpg,2024-12-25,The Rogue's Trial,false,6.901,81
false,/3g8Xbi8J0nLRKz6JjOkjJBbwdVO.jpg,"[18,10749]",399905,ko,여자전쟁: 비열한 거래,Painter Ha-rim became blind due to an unfortunate accident. His wife Sun-yeong searches far and low for a cornea donor until she meets terminal cancer patient Dae-geun. These two make a startling and dangerous deal for Ha-rim's cornea.,43.762875,/2xUNRZwprvVwfx12WR1rRXoohSi.jpg,2015-09-27,Female War: A Nasty Deal,false,5.767,30
false,/eItpQ7dJfSp8aFrX1MdjaUv0HrE.jpg,"[28,12,53]",1167271,en,Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.",43.745125,/qSc0AUvs8mRy00R9y8QYEHWIAQ9.jpg,2024-09-19,Weekend in Taipei,false,6.195,169
false,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,"[28,12,878]",141052,en,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",43.73375,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,2017-11-15,Justice League,false,6.1,13094
false,/nJ0MYqTTZg4gk7fgVgIfAWJN4ZQ.jpg,"[27,9648]",1276210,es,Estación Rocafort,"Laura has recently started working in the Barcelona subway. She has been assigned the old and quiet Rocafort station, but it won't be long before she discovers that this stop harbors a legend that will begin to haunt her: many people have died there in strange circumstances over the years and no one seems to be interested in knowing the truth.",43.618125,/fCjSwkDHYHib2jNNyhcuIO8d8jw.jpg,2024-08-30,Last Stop: Rocafort St.,false,5.5,43
false,/W1ffLQGHoxfAOq0ZYdPtJlvAdb.jpg,"[878,18,10749]",38,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",43.564875,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,2004-03-19,Eternal Sunshine of the Spotless Mind,false,8.1,15304
false,/nGC3ZkXEcjGbqAAonS1xn6gaNpb.jpg,"[35,18]",1013850,en,A Real Pain,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,43.48725,/67xRIXm5TxXRT4nV2V4AEJ9yq2d.jpg,2024-11-01,A Real Pain,false,6.79,765
false,/5En0fmDagt3Pk8d7P3uTwfeQceg.jpg,"[18,36]",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",43.471625,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,2018-11-16,Green Book,false,8.235,11889
false,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,"[10749,18]",398818,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",43.411375,/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg,2017-07-28,Call Me by Your Name,false,8.1,12239
false,/msgutegakwajb9vjC3Xgh4t7e0M.jpg,"[28,18,53]",348893,en,Boyka: Undisputed IV,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude.",43.404625,/7QGdIJWWTkPhVjpQ0zA6z69khod.jpg,2016-08-01,Boyka: Undisputed IV,false,7.1,1353
false,/vSBnSdEllJPMBniDh1eSqNHS5Mk.jpg,"[28,53]",1331375,en,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",43.297125,/jvug7Esd89yNLJwGvUfeQ9j69cE.jpg,2024-10-11,Dominique,false,7,117
false,/mkXwF7FFWpf2dkOGCzQoeWX7M6R.jpg,"[80,18,53]",6977,en,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",43.294375,/bj1v6YKF8yHqA489VFfnQvOJpnc.jpg,2007-06-13,No Country for Old Men,false,7.944,12266
false,/vrncuH8IDqQ5M47XPk19yxY8o1b.jpg,[878],1003596,en,Avengers: Doomsday,An upcoming film in the Marvel Cinematic Universe's (MCU) sixth Phase and part of The Multiverse Saga. Plot TBA.,43.254374999999996,/eO6OdA4RDRWeCVlDMcsoxWYFySD.jpg,2026-04-29,Avengers: Doomsday,false,0,0
false,/nNfOG89aBM5caqRGgxihVeYRsMr.jpg,[35],1278099,es,El candidato honesto,"A former idealistic leader turned corrupt politician is cursed by his grandmother on the eve of the presidential election, forcing him to be honest. Can he win without lies and what will be the conditions?",43.033125,/hmV5HPkbQuzgPo11Xm70CMQV3iZ.jpg,2024-08-08,El Candidato Honesto,false,6.694,126
